80,1,0.2,true,2,0.20527859237536658,0.17595307917888564,0.16617790811339198
80,1,0.2,true,4,0.6940371456500489,0.8699902248289345,0.6842619745845552
80,1,0.2,true,8,3.010752688172043,2.570869990224829,2.2776148582600197
80,1,0.2,true,16,7.018572825024439,6.1974584555229715,5.689149560117302
80,1,0.066,true,2,28.611925708699903,16.148582600195503,11.20234604105572
80,1,0.066,true,4,92.4633431085044,5.835777126099707,1.0263929618768328
80,1,0.066,true,8,96.3147605083089,2.766373411534702,0.4594330400782014
80,1,0.066,true,16,92.38514173998044,5.620723362658846,0.9286412512218964
80,1,0.033,true,2,88.39687194525904,8.093841642228739,2.0332355816226784
80,1,0.033,true,4,94.60410557184751,3.8807429130009776,0.8211143695014663
80,1,0.033,true,8,87.72238514173998,7.898338220918866,2.3069403714565007
80,1,0.033,true,16,83.97849462365592,10.10752688172043,2.9130009775171066
80,1,0.0125,true,2,89.6774193548387,6.832844574780059,1.847507331378299
80,1,0.0125,true,4,79.96089931573802,11.251221896383187,3.7243401759530794
80,1,0.0125,true,8,70.4692082111437,13.900293255131965,5.70869990224829
80,1,0.0125,true,16,65.14173998044966,14.613880742913002,6.35386119257087
80,1,0.05,true,2,61.19257086999023,18.3088954056696,8.279569892473118
80,1,0.05,true,4,96.43206256109482,2.844574780058651,0.3519061583577713
80,1,0.05,true,8,93.61681329423264,4.701857282502444,0.8895405669599219
80,1,0.05,true,16,89.56011730205279,7.243401759530792,1.7986314760508308
80,1,0.1,true,2,4.428152492668621,3.64613880742913,3.0009775171065494
80,1,0.1,true,4,44.23264907135875,19.78494623655914,10.664711632453567
80,1,0.1,true,8,85.9921798631476,10.547409579667644,2.0039100684261975
80,1,0.1,true,16,95.03421309872923,3.9589442815249267,0.5474095796676441
80,1,0.0167,true,2,91.7106549364614,6.0606060606060606,1.163245356793744
80,1,0.0167,true,4,84.55522971652005,9.188660801564028,2.9227761485826003
80,1,0.0167,true,8,75.65982404692082,12.766373411534701,4.750733137829912
80,1,0.0167,true,16,70.65493646138808,14.1544477028348,5.337243401759531
80,1,0.133,true,2,1.1534701857282503,0.9188660801564028,1.04594330400782
80,1,0.133,true,4,10.821114369501467,8.005865102639296,6.588465298142718
80,1,0.133,true,8,39.872922776148584,19.501466275659823,11.76930596285435
80,1,0.133,true,16,70.4594330400782,16.64711632453568,6.1974584555229715
80,1,0.025,true,2,92.55131964809384,5.552297165200391,1.04594330400782
80,1,0.025,true,4,90.78201368523949,6.559139784946237,1.2609970674486803
80,1,0.025,true,8,83.17693059628543,10.0,3.3137829912023458
80,1,0.025,true,16,78.35777126099707,11.612903225806452,4.428152492668621
120,1,0.2,true,2,0.22482893450635386,0.23460410557184752,0.22482893450635386
120,1,0.2,true,4,0.9188660801564028,0.9872922776148583,0.9286412512218964
120,1,0.2,true,8,4.496578690127078,3.782991202346041,3.4995112414467253
120,1,0.2,true,16,11.779081133919844,9.188660801564028,7.653958944281525
120,1,0.066,true,2,36.334310850439884,19.247311827956988,11.04594330400782
120,1,0.066,true,4,97.34115347018573,2.101661779081134,0.21505376344086022
120,1,0.066,true,8,98.59237536656892,0.9481915933528836,0.13685239491691104
120,1,0.066,true,16,96.08015640273705,2.9716520039100685,0.43010752688172044
120,1,0.033,true,2,95.19061583577712,3.6656891495601176,0.5865102639296188
120,1,0.033,true,4,97.3998044965787,1.9159335288367547,0.27370478983382207
120,1,0.033,true,8,94.03714565004888,4.291300097751711,0.9872922776148583
120,1,0.033,true,16,90.75268817204301,6.412512218963832,1.466275659824047
120,1,0.0125,true,2,95.94330400782015,3.0303030303030303,0.5083088954056696
120,1,0.0125,true,4,88.6021505376344,7.761485826001955,2.1114369501466275
120,1,0.0125,true,8,81.02639296187684,10.977517106549364,3.7438905180840663
120,1,0.0125,true,16,74.43792766373411,13.108504398826978,4.809384164222874
120,1,0.05,true,2,71.47605083088953,17.272727272727273,5.60117302052786
120,1,0.05,true,4,98.72922776148583,0.8993157380254154,0.05865102639296188
120,1,0.05,true,8,97.21407624633432,2.0625610948191593,0.24437927663734116
120,1,0.05,true,16,94.53567937438905,4.027370478983382,0.7526881720430108
120,1,0.1,true,2,6.021505376344086,4.574780058651026,4.007820136852395
120,1,0.1,true,4,56.58846529814272,20.16617790811339,9.305962854349952
120,1,0.1,true,8,95.20039100684262,3.8025415444770285,0.5180840664711633
120,1,0.1,true,16,98.02541544477027,1.5151515151515151,0.11730205278592376
120,1,0.0167,true,2,96.85239491691104,2.4926686217008798,0.24437927663734116
120,1,0.0167,true,4,92.07233626588466,5.698924731182796,1.1925708699902249
120,1,0.0167,true,8,85.32746823069404,9.305962854349952,2.5219941348973607
120,1,0.0167,true,16,80.27370478983383,11.163245356793745,3.6852394916911044
120,1,0.133,true,2,1.603128054740958,1.241446725317693,1.2218963831867058
120,1,0.133,true,4,14.66275659824047,10.586510263929618,8.426197458455523
120,1,0.133,true,8,53.98826979472141,20.83088954056696,9.853372434017595
120,1,0.133,true,16,85.09286412512219,10.703812316715542,2.6686217008797657
120,1,0.025,true,2,97.04789833822092,2.2287390029325516,0.37145650048875856
120,1,0.025,true,4,95.83577712609971,3.0889540566959925,0.5180840664711633
