20.0,40,2.0,2.0,-4.0,4.0,1.0,41.59266862170088,0.890811339198436,0.0729227761485826,0.016911045943304007,153894
20.0,60,2.0,2.0,-4.0,4.0,1.0,40.09462365591398,0.9321603128054741,0.04711632453567938,0.009775171065493646,238825
20.0,80,2.0,2.0,-4.0,4.0,1.0,38.90293255131965,0.9526881720430107,0.03421309872922776,0.006744868035190616,297570
20.0,40,1.75,2.25,-4.0,4.0,1.0,41.565298142717495,0.8732160312805474,0.0790811339198436,0.021309872922776148,159564
20.0,60,1.75,2.25,-4.0,4.0,1.0,39.86060606060606,0.9165200391006842,0.0552297165200391,0.013978494623655914,230236
20.0,80,1.75,2.25,-4.0,4.0,1.0,38.76207233626589,0.9367546432062561,0.0436950146627566,0.00967741935483871,299622
20.0,40,1.5,2.5,-4.0,4.0,1.0,41.766862170087975,0.8459433040078201,0.08944281524926687,0.02854349951124145,158424
20.0,60,1.5,2.5,-4.0,4.0,1.0,40.17253176930596,0.9022482893450635,0.06265884652981427,0.01739980449657869,228810
20.0,80,1.5,2.5,-4.0,4.0,1.0,39.09149560117302,0.9282502443792766,0.04936461388074291,0.00997067448680352,296811
20.0,40,1.0,3.0,-4.0,4.0,1.0,43.339784946236556,0.7935483870967742,0.10557184750733138,0.03675464320625611,164083
20.0,60,1.0,3.0,-4.0,4.0,1.0,42.035483870967745,0.8560117302052785,0.08396871945259042,0.02463343108504399,3424934
20.0,80,1.0,3.0,-4.0,4.0,1.0,41.04828934506354,0.8944281524926686,0.06617790811339198,0.017497556207233627,311621
20.0,40,0.5,3.5,-4.0,4.0,1.0,31.291104594330402,0.3370478983382209,0.056109481915933526,0.021700879765395895,121750
20.0,60,0.5,3.5,-4.0,4.0,1.0,31.150048875855326,0.3770283479960899,0.042619745845552295,0.014956011730205278,181492
20.0,80,0.5,3.5,-4.0,4.0,1.0,31.51544477028348,0.41143695014662757,0.03988269794721408,0.010654936461388074,244491
20.0,40,0.0,4.0,-4.0,4.0,1.0,19.45522971652004,0.020039100684261974,0.0032258064516129032,9.775171065493646E-4,79415
20.0,60,0.0,4.0,-4.0,4.0,1.0,19.271065493646137,0.014956011730205278,0.0016617790811339198,6.842619745845552E-4,118027
20.0,80,0.0,4.0,-4.0,4.0,1.0,19.18318670576735,0.010948191593352884,0.0017595307917888563,2.932551319648094E-4,156670
20.0,40,2.0,2.0,-6.0,6.0,1.0,44.43597262952102,0.8730205278592376,0.0780058651026393,0.02179863147605083,166910
20.0,60,2.0,2.0,-6.0,6.0,1.0,42.83646138807429,0.9140762463343108,0.05747800586510264,0.014760508308895406,241184
20.0,80,2.0,2.0,-6.0,6.0,1.0,41.90273704789834,0.941544477028348,0.041544477028347994,0.008699902248289345,314614
20.0,40,1.75,2.25,-6.0,6.0,1.0,44.48631476050831,0.8419354838709677,0.09120234604105572,0.028054740957966763,166770
20.0,60,1.75,2.25,-6.0,6.0,1.0,42.90557184750733,0.8965786901270772,0.06695992179863147,0.015640273704789834,241354
20.0,80,1.75,2.25,-6.0,6.0,1.0,41.841837732160315,0.9213098729227761,0.05395894428152493,0.012609970674486803,314193
20.0,40,1.5,2.5,-6.0,6.0,1.0,44.764613880742914,0.8058651026392962,0.10166177908113393,0.036852394916911044,167777
20.0,60,1.5,2.5,-6.0,6.0,1.0,43.3514173998045,0.8741935483870967,0.07497556207233627,0.02375366568914956,243873
20.0,80,1.5,2.5,-6.0,6.0,1.0,42.42453567937439,0.901564027370479,0.06392961876832845,0.015640273704789834,317972
20.0,40,1.0,3.0,-6.0,6.0,1.0,43.97194525904203,0.6690127077223852,0.10791788856304986,0.041348973607038125,165309
20.0,60,1.0,3.0,-6.0,6.0,1.0,43.658944281524924,0.7496578690127077,0.09247311827956989,0.03245356793743891,246238
20.0,80,1.0,3.0,-6.0,6.0,1.0,43.341055718475076,0.80772238514174,0.07008797653958944,0.0238514173998045,325222
20.0,40,0.5,3.5,-6.0,6.0,1.0,20.62991202346041,0.04310850439882698,0.00801564027370479,0.0030303030303030303,82696
20.0,60,0.5,3.5,-6.0,6.0,1.0,20.442228739002932,0.04349951124144673,0.005962854349951125,0.0020527859237536657,122937
20.0,80,0.5,3.5,-6.0,6.0,1.0,20.43822091886608,0.04613880742913001,0.004105571847507331,0.001466275659824047,164370
20.0,40,0.0,4.0,-6.0,6.0,1.0,19.564125122189637,0.016422287390029325,0.003421309872922776,9.775171065493646E-4,78881
20.0,60,0.0,4.0,-6.0,6.0,1.0,19.27956989247312,0.010752688172043012,0.0019550342130987292,7.820136852394917E-4,116684
20.0,80,0.0,4.0,-6.0,6.0,1.0,19.19941348973607,0.009481915933528836,6.842619745845552E-4,6.842619745845552E-4,154990
20.0,40,2.0,2.0,-4.0,4.0,0.75,43.93538611925709,0.16207233626588466,0.10283479960899315,0.07751710654936461,169358
20.0,60,2.0,2.0,-4.0,4.0,0.75,43.69745845552297,0.24819159335288368,0.14076246334310852,0.10205278592375366,252861
20.0,80,2.0,2.0,-4.0,4.0,0.75,43.39169110459433,0.32316715542521995,0.17653958944281525,0.10713587487781036,334447
20.0,40,1.75,2.25,-4.0,4.0,0.75,43.74789833822092,0.1747800586510264,0.11642228739002933,0.08563049853372434,168707
20.0,60,1.75,2.25,-4.0,4.0,0.75,43.34027370478984,0.2822091886608016,0.15962854349951125,0.09804496578690126,250603
20.0,80,1.75,2.25,-4.0,4.0,0.75,43.170772238514175,0.3729227761485826,0.17888563049853373,0.10547409579667644,332899
20.0,40,1.5,2.5,-4.0,4.0,0.75,43.51925708699902,0.20606060606060606,0.12424242424242424,0.0898338220918866,167658
20.0,60,1.5,2.5,-4.0,4.0,0.75,43.12150537634409,0.30957966764418376,0.1694037145650049,0.1047898338220919,249343
20.0,80,1.5,2.5,-4.0,4.0,0.75,42.710166177908114,0.40205278592375365,0.1863147605083089,0.10234604105571847,328902
20.0,40,1.0,3.0,-4.0,4.0,0.75,43.10381231671554,0.23812316715542522,0.13636363636363635,0.09110459433040079,166188
20.0,60,1.0,3.0,-4.0,4.0,0.75,42.683968719452594,0.36197458455522974,0.16764418377321602,0.10488758553274682,246393
20.0,80,1.0,3.0,-4.0,4.0,0.75,42.0900293255132,0.4520039100684262,0.18211143695014662,0.10029325513196481,324024
